category,status,title,slug,url,tags,description
action,listed,Abyssal Archive Diver — 어비셜 아카이브 다이버,abyssal-archive-diver,https://games.eastsea.xyz/abyssal-archive-diver/,"action, reflex, arcade",심해 보관소에서 잠수정을 조종해 잔해를 회피하고 유물 캡슐을 회수하는 생존 아케이드. 산소·선체 관리와 최고 점수 저장 지원.
action,listed,Astrofoil Signal Regatta — 애스트로포일 시그널 레가타,astrofoil-signal-regatta,https://games.eastsea.xyz/astrofoil-signal-regatta/,"action, reflex, arcade","3레인 우주 수면에서 솔라 세일을 조종해 신호 부이를 수집하고 파편을 회피하는 아케이드 러너. Pulse 부스트, 체인 배율, 최고 점수 localStorage 저장 지원."
action,listed,Aurora Rail Rescue — 오로라 레일 레스큐,aurora-rail-rescue,https://games.eastsea.xyz/aurora-rail-rescue/,"action, reflex, arcade",3레인 오로라 철로에서 좌우 이동·펄스로 파편을 피하고 구조 포드를 회수하는 하이퍼 리액션 러너. 거리·체인·실드 관리와 최고 기록 저장 지원.
action,listed,Aurora Threadline Pilot — 오로라 스레드라인 파일럿,aurora-threadline-pilot,https://games.eastsea.xyz/aurora-threadline-pilot/,"action, reflex, arcade",곡선형 오로라 항로에 기체를 맞춰 비행하며 에너지 오브를 수집하고 폭풍 노드를 회피하는 라인-트래킹 액션.
action,listed,Chrono Sandglass Smuggler — 크로노 샌드글래스 스머글러,chrono-sandglass-smuggler,https://games.eastsea.xyz/chrono-sandglass-smuggler/,"action, reflex, arcade","좌우 이동과 시간 정지(FREEZE) 에너지를 관리해 장벽을 회피하고 카고를 회수하는 스텔스 러너. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Driftglass Parry — 드리프트글래스 패리,driftglass-parry,https://games.eastsea.xyz/driftglass-parry/,"action, reflex, arcade","좌우 이동과 홀드 패링으로 낙하 파편을 반사·회피하며 생존 점수를 겨루는 액션. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Echo Runner — 시간 분신 협동 러너,echo-runner,https://games.eastsea.xyz/echo-runner/,"action, reflex, arcade",Echo Runner — 시간 분신 협동 러너 — 브라우저에서 바로 플레이!
action,listed,Emberline Skyhook Run — 엠버라인 스카이훅 런,emberline-skyhook-run,https://games.eastsea.xyz/emberline-skyhook-run/,"action, reflex, arcade","공중 레일에서 Skyhook를 좌우 전환·부스트로 조종해 에너지 링을 수집하고 충돌 드론을 회피하는 액션 러너. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Ferro Reef Ballast — 페로 리프 밸러스트,ferro-reef-ballast,https://games.eastsea.xyz/ferro-reef-ballast/,"action, reflex, arcade","좌우 밸러스트를 조절해 잠수정 기울기·압력을 버티며 암초를 회피하는 심해 생존 액션. 터치/키보드, Web Audio, 최고 거리 저장 지원."
action,listed,FLUX — Gravity Runner,flux-gravity-runner,https://games.eastsea.xyz/flux-gravity-runner/,"action, reflex, arcade",FLUX — Gravity Runner — 브라우저에서 바로 플레이!
action,listed,Gravity Dash — 중력 반전 러너,gravity-dash,https://games.eastsea.xyz/gravity-dash/,"action, reflex, arcade",Gravity Dash — 중력 반전 러너 — 브라우저에서 바로 플레이!
action,listed,Gravity Flip,gravity-flip,https://games.eastsea.xyz/gravity-flip/,"action, reflex, arcade",Gravity Flip — 브라우저에서 바로 플레이!
action,listed,Gyrovine Relay Sprint — 자이로바인 릴레이 스프린트,gyrovine-relay-sprint,https://games.eastsea.xyz/gyrovine-relay-sprint/,"action, reflex, arcade","원형 궤도에서 릴레이를 회수하고 파편을 회피하는 액션 러너. 좌우 회전·Pulse 스킬, 터치/키보드 입력, 최고 점수 localStorage 저장 지원."
action,listed,Ion Sail Trench Run — 이온 세일 트렌치 런,ion-sail-trench-run,https://games.eastsea.xyz/ion-sail-trench-run/,"action, reflex, arcade","3레인 해구에서 세일러를 좌우 이동·부스트로 조종해 에너지 코어를 수집하고 균열 파편을 회피하는 러너. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Magnet Metro Marshal — 마그넷 메트로 마샬,magnet-metro-marshal,https://games.eastsea.xyz/magnet-metro-marshal/,"action, reflex, arcade","3레인 자기부상 열차를 좌우 전환·Pulse로 조종해 승객 캡슐을 수집하고 차단벽을 회피하는 액션 러너. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Midnight Harbor Pilotage — 미드나이트 하버 파일러티지,midnight-harbor-pilotage,https://games.eastsea.xyz/midnight-harbor-pilotage/,"action, reflex, arcade",야간 항로에서 3레인 파일럿 보트를 좌우 이동·부스트로 조작해 암초를 회피하고 표지 부이를 연속 수거하는 네비게이션 액션 러너. 거리·스트릭·내구도 관리 지원.
action,listed,Moth Lantern Ascent — 모스 랜턴 어센트,moth-lantern-ascent,https://games.eastsea.xyz/moth-lantern-ascent/,"action, reflex, arcade",나방 글라이더를 좌우 이동·부스트로 조종해 그림자 장벽을 통과하고 랜턴 에너지를 수집하는 생존 액션. 에너지/내구 관리와 최고 점수 저장 지원.
action,listed,Neon Pendulum — 네온 펜듈럼,neon-pendulum,https://games.eastsea.xyz/neon-pendulum/,"action, physics, pendulum, swing, neon",테더를 앵커에 연결해 진자 스윙! 사라지기 전에 빛나는 오브를 수집하라. 5개 소멸 시 게임오버. 실제 진자 물리 메카닉의 네온 스윙 게임.
action,listed,Ninja Star Throw,ninja-star-throw,https://games.eastsea.xyz/ninja-star-throw/,"action, reflex, arcade",
action,listed,Particle Storm Survivor — 파티클 스톰 서바이버,particle-storm-survivor,https://games.eastsea.xyz/particle-storm-survivor/,"action, survivor","화려한 ParticleEmitter 폭풍 속에서 자동 공격으로 웨이브를 버티는 생존 액션. 터치/키보드, 레벨업, 최고 웨이브 저장 지원."
action,listed,Phase Weaver Rails — 위상 레일 러너,phase-weaver-rails,https://games.eastsea.xyz/phase-weaver-rails/,"action, reflex, arcade",3레일에서 위상(Φ0/Φ1)을 전환하며 도착 게이트 조건을 맞추는 무한 러너. 레일+위상 동시 판단과 콤보 스코어 시스템 제공.
action,listed,Plasma Net Defender — 플라즈마 넷 디펜더,plasma-net-defender,https://games.eastsea.xyz/plasma-net-defender/,"action, reflex, arcade",회전 플라즈마 실드와 펄스로 코어를 방어하며 탄막 입자를 반사하는 아케이드 액션. 콤보 점수·최고 기록 저장 지원.
action,listed,Polarity Shift — 폴라리티 시프트,polarity-shift,https://games.eastsea.xyz/polarity-shift/,"action, bullet, polarity, neon, arcade",CYAN/MAGENTA 두 가지 극성을 전환하며 같은 색 탄막을 흡수하라! 틀린 색이 닿으면 피해. 웨이브가 올라갈수록 탄막이 빨라지는 네온 탄막 흡수 아케이드.
action,listed,Polygon Dungeon Survivor,polygon-dungeon,https://games.eastsea.xyz/polygon-dungeon/,"action, reflex, arcade",
action,listed,Quantum Koi Courier — 퀀텀 코이 쿠리어,quantum-koi-courier,https://games.eastsea.xyz/quantum-koi-courier/,"action, reflex, arcade","코이 드론을 좌우 조종해 에너지 진주를 수집하고 소용돌이를 회피하는 하이퍼 수로 러너. 대시(스페이스)와 콤보 기반 점수, 최고 거리 저장 지원."
action,listed,Rune Survivor - 뱀서라이크 생존 게임,rune-survivor,https://games.eastsea.xyz/rune-survivor/,"action, reflex, arcade",
action,listed,Semaphore Sandbar Salvage — 세마포어 샌드바 샐비지,semaphore-sandbar-salvage,https://games.eastsea.xyz/semaphore-sandbar-salvage/,"action, reflex, arcade",모래톱 항로에서 구조정을 좌우 조향·대시로 운항하며 부표를 회수하고 잔해를 회피하는 하이퍼 리액션 액션. 최고 점수 저장 지원.
action,listed,Shadow Blade - Roguelike Survivor,shadow-blade,https://games.eastsea.xyz/shadow-blade/,"action, reflex, arcade",
action,listed,Skyline Seed Runner — 스카이라인 시드 러너,skyline-seed-runner,https://games.eastsea.xyz/skyline-seed-runner/,"action, reflex, arcade",바람 벡터 드리프트를 제어해 씨앗 캡슐을 수거·투하하며 장애물을 회피하는 도심 생태 복원 무한 액션.
action,listed,Sonar Trench Sweeper — 소나 트렌치 스위퍼,sonar-trench-sweeper,https://games.eastsea.xyz/sonar-trench-sweeper/,"action, reflex, arcade","심해 드론을 좌우 조종하고 소나 핑으로 기뢰를 무력화하며 구조 포드를 회수하는 생존 액션. 터치/키보드, Web Audio, 최고 점수 저장 지원."
action,listed,Spell Survivor,spell-survivor,https://games.eastsea.xyz/spell-survivor/,"action, reflex, arcade",
action,listed,Stormglass Skiff Runner — 스톰글래스 스키프 러너,stormglass-skiff-runner,https://games.eastsea.xyz/stormglass-skiff-runner/,"action, reflex, arcade",3레인 폭풍 해역에서 좌우 이동·실드로 파편을 회피하고 비컨을 수집하는 해상 러너. Hull/Charge 관리와 최고 점수 저장 지원.
action,listed,Sunken Signal Kite — 선큰 시그널 카이트,sunken-signal-kite,https://games.eastsea.xyz/sunken-signal-kite/,"action, reflex, arcade","심해 신호 연을 좌우 조종해 비컨을 회수하고 폭뢰를 회피하는 반응형 아케이드. 터치/키보드 입력, Web Audio 효과음, 최고 점수 저장 지원."
action,listed,Vector Vine Swing — 벡터 바인 스윙,vector-vine-swing,https://games.eastsea.xyz/vector-vine-swing/,"action, reflex, arcade","덩굴 글라이더를 좌우 스윙해 에너지 링을 수집하고 균열 기둥을 회피하는 아케이드. 터치/키보드 조작, Web Audio 효과음, 최고 점수 저장 지원."
action,listed,Zombie Wave - Survival Shooter,zombie-wave,https://games.eastsea.xyz/zombie-wave/,"action, reflex, arcade",
action,listed,Zombie Wave Survivor,zombie-wave-survivor,https://games.eastsea.xyz/zombie-wave-survivor/,"action, reflex, arcade",
action,listed,⚔️ Auto Battle Arena - 오토배틀 아레나,auto-battle-arena,https://games.eastsea.xyz/auto-battle-arena/,"action, reflex, arcade",
action,listed,단어 서바이벌 - Word Survivor,word-survivor,https://games.eastsea.xyz/word-survivor/,"action, reflex, arcade",
action,listed,아케인 서바이버 - Arcane Survivor,arcane-survivor,https://games.eastsea.xyz/arcane-survivor/,"action, reflex, arcade",
arcade,listed,Artifact Forge - 유물 대장간,artifact-forge,https://games.eastsea.xyz/artifact-forge/,"arcade, casual, fun",
arcade,listed,Asteroid Dodge - 소행성 회피,asteroid-dodge,https://games.eastsea.xyz/asteroid-dodge/,"arcade, casual, fun",Asteroid Dodge - 소행성 회피 — 브라우저에서 바로 플레이!
arcade,listed,Asteroid Mining Tycoon,asteroid-mining-tycoon,https://games.eastsea.xyz/asteroid-mining-tycoon/,"arcade, action, casual",
arcade,listed,Balloon Pop - Tap Game,balloon-pop,https://games.eastsea.xyz/balloon-pop/,"arcade, casual, fun",
arcade,listed,Blackjack 21,blackjack-21,https://games.eastsea.xyz/blackjack-21/,"arcade, casual, fun",
arcade,listed,Brick Breaker Blast,brick-breaker,https://games.eastsea.xyz/brick-breaker/,"arcade, casual, fun",
arcade,listed,Bubble Pop Chain,bubble-pop-chain,https://games.eastsea.xyz/bubble-pop-chain/,"arcade, casual, fun",
arcade,listed,Bubble Shooter,bubble-shooter,https://games.eastsea.xyz/bubble-shooter/,"arcade, casual, fun",Bubble Shooter — 브라우저에서 바로 플레이!
arcade,listed,Bubble Wrap Pop,bubble-wrap-pop,https://games.eastsea.xyz/bubble-wrap-pop/,"arcade, casual, fun",
arcade,listed,Color Blind — 색맹 시뮬레이션 퍼즐,color-blind,https://games.eastsea.xyz/color-blind/,"arcade, casual, fun",
arcade,listed,Color Chain Reaction,color-chain-reaction,https://games.eastsea.xyz/color-chain-reaction/,"arcade, action, casual",
arcade,listed,Color Flood,color-flood,https://games.eastsea.xyz/color-flood/,"arcade, casual, fun",
arcade,listed,Color Match - 색깔 매칭 게임,color-match,https://games.eastsea.xyz/color-match/,"arcade, casual, fun",Color Match - 색깔 매칭 게임 — 브라우저에서 바로 플레이!
arcade,listed,Color Tap Fast,color-tap-fast,https://games.eastsea.xyz/color-tap-fast/,"arcade, casual, fun",
arcade,listed,Comet Kite Harbor — 코멧 카이트 하버,comet-kite-harbor,https://games.eastsea.xyz/comet-kite-harbor/,"arcade, casual, fun",4개 레인을 오가며 혜성 파편을 회피하고 에너지 오브를 수거하는 항로 액션. 부스트·라이프·스트릭 스코어 제공.
arcade,listed,Connect Four — 사목,connect-four,https://games.eastsea.xyz/connect-four/,"arcade, casual, fun",
arcade,listed,Constellation Courier Zipline — 컨스텔레이션 쿠리어 집라인,constellation-courier-zipline,https://games.eastsea.xyz/constellation-courier-zipline/,"arcade, casual, fun",3레인 집라인에서 목표 별자리 색과 일치하는 패킷만 도킹 전달해 콤보를 쌓는 반응형 아케이드. 색 전환 주기와 속도 상승 관리가 핵심.
arcade,listed,Cookie Clicker Lite — 쿠키 클리커 게임,cookie-clicker-lite,https://games.eastsea.xyz/cookie-clicker-lite/,"arcade, casual, fun",
arcade,listed,Crystal Dash,crystal-dash,https://games.eastsea.xyz/crystal-dash/,"arcade, casual, fun",
arcade,listed,Decay — 시간 붕괴 퍼즐,decay,https://games.eastsea.xyz/decay/,"arcade, casual, fun",
arcade,listed,Dodge Falling - 장애물 피하기,dodge-falling,https://games.eastsea.xyz/dodge-falling/,"arcade, casual, fun",
arcade,listed,DRIFT RACER,drift-racer,https://games.eastsea.xyz/drift-racer/,"racing, speed, driving",
arcade,listed,Drumline Defender,drumline-defender,https://games.eastsea.xyz/drumline-defender/,"arcade, casual, fun",
arcade,listed,Dual Mind — 양손 분할 동시 조작 액션,dual-mind,https://games.eastsea.xyz/dual-mind/,"arcade, casual, fun",
arcade,listed,Echo Drift Harvester,echo-drift-harvester,https://games.eastsea.xyz/echo-drift-harvester/,"arcade, casual, fun",
arcade,listed,Echo Loop Speedway — 에코 루프 스피드웨이,echo-loop-speedway,https://games.eastsea.xyz/echo-loop-speedway/,"racing, arcade, time-loop",이전 루프의 고스트 입력과 현재 플레이를 동기화해 sync gate를 통과하는 3레인 타임-시너지 레이싱 아케이드.
arcade,listed,Elemental TD - 원소 타워 디펜스,elemental-td,https://games.eastsea.xyz/elemental-td/,"arcade, casual, fun",
arcade,listed,Ember Glider,ember-glider,https://games.eastsea.xyz/ember-glider/,"arcade, casual, fun",
arcade,listed,Evolution Clicker - 진화 클리커,evolution-clicker,https://games.eastsea.xyz/evolution-clicker/,"arcade, casual, fun",
arcade,listed,Frequency — 주파수 매칭 퍼즐,frequency,https://games.eastsea.xyz/frequency/,"arcade, casual, fun",
arcade,listed,Fruit Slice - 과일 슬라이스,fruit-slice,https://games.eastsea.xyz/fruit-slice/,"arcade, casual, fun",Fruit Slice - 과일 슬라이스 — 브라우저에서 바로 플레이!
arcade,listed,Goalie Glide - 골리 글라이드,goalie-glide,https://games.eastsea.xyz/goalie-glide/,"arcade, casual, fun",
arcade,listed,Golem Workshop - 골렘 공방 타이쿤,golem-workshop,https://games.eastsea.xyz/golem-workshop/,"arcade, casual, fun",
arcade,listed,Gravity Archer — 중력 조준 아케이드,gravity-archer,https://games.eastsea.xyz/gravity-archer/,"arcade, action, physics, retro, shooter",LOW/MED/HIGH 3단계 중력 계수를 실시간 전환하여 화살 포물선 궤도를 조절하고 낙하하는 적을 격추하는 물리 아케이드. 중력 레벨 전환이 핵심 고유 메카닉. 레트로 8비트 팔레트.
arcade,listed,Gravity Calligraphy Duel — 그래비티 캘리그래피 듀얼,gravity-calligraphy-duel,https://games.eastsea.xyz/gravity-calligraphy-duel/,"arcade, casual, fun",세 개의 중력 우물 모드를 전환해 잉크 오브 궤적을 휘게 만들고 상단 게이트를 통과시키는 정밀 물리 아케이드. 웨이브/생명/최고기록 제공.
arcade,listed,Gravity Garden — 중력 정원,gravity-garden,https://games.eastsea.xyz/gravity-garden/,"arcade, casual, fun",
arcade,listed,Gravity Orbit,gravity-orbit,https://games.eastsea.xyz/gravity-orbit/,"arcade, casual, fun",
arcade,listed,Grid Stampede — 그리드 스탬피드,grid-stampede,https://games.eastsea.xyz/grid-stampede/,"arcade, action, lasso, cattle, retro, 8bit","라쏘 링을 탭으로 던져 소떼를 부스트하고 늑대를 스턴하는 Lasso Surge 고유 메카닉. 웨이브마다 늑대 속도 증가, 콤보 배율 최대 ×5. 레트로 8비트 픽셀 팔레트."
arcade,listed,Hex Merge Puzzle,hex-merge-puzzle,https://games.eastsea.xyz/hex-merge-puzzle/,"arcade, action, casual",
arcade,listed,Hue Shift — 색상 파장 퍼즐,hue-shift,https://games.eastsea.xyz/hue-shift/,"arcade, casual, fun",
arcade,listed,Ion Drift Warden — 코어 실드 디펜스,ion-drift-warden,https://games.eastsea.xyz/ion-drift-warden/,"arcade, casual, fun",회전 실드 아크로 외곽 이온탄을 반사해 코어를 지키는 무한 방어 게임. 반사 타이밍 기반 점수와 Tier 난이도 상승 포함.
arcade,listed,Junkyard Joule Juggler — 정크야드 줄 저글러,junkyard-joule-juggler,https://games.eastsea.xyz/junkyard-joule-juggler/,"arcade, casual, fun",극성 모드를 전환하며 낙하 배터리를 받아내고 폭탄을 회피하는 반응형 정크야드 아케이드. 콤보/라이프/최고기록 저장 제공.
arcade,listed,Lava Jump,lava-jump,https://games.eastsea.xyz/lava-jump/,"arcade, casual, fun",
arcade,listed,Lexi Laser Word Search,lexi-laser-word-search,https://games.eastsea.xyz/lexi-laser-word-search/,"arcade, casual, fun",
arcade,listed,Lights Out,lights-out,https://games.eastsea.xyz/lights-out/,"arcade, casual, fun",
arcade,listed,Mahjong Zen,mahjong-zen,https://games.eastsea.xyz/mahjong-zen/,"arcade, casual, fun",
arcade,listed,Math Quiz Rush - Speed Math,math-quiz-rush,https://games.eastsea.xyz/math-quiz-rush/,"racing, speed, driving",
arcade,listed,Math Sprint,math-sprint,https://games.eastsea.xyz/math-sprint/,"arcade, casual, fun",
arcade,listed,Meteor Blitz — 메테오 블리츠,meteor-blitz,https://games.eastsea.xyz/meteor-blitz/,"arcade, action, shockwave, minimal, survive",꾹 눌러 충전 후 해제하면 충격파 링이 팽창하여 반경 내 운석을 격파하는 Phase Burst 고유 메카닉. 충전량에 따라 폭발 반경 조절. 파도형 운석 급증으로 생존 압박. 미니멀 레트로 팔레트.
arcade,listed,Meteor Noodle Kiosk — 메테오 누들 키오스크,meteor-noodle-kiosk,https://games.eastsea.xyz/meteor-noodle-kiosk/,"arcade, casual, fun",주문 슬롯을 선택해 육수/토핑 조합을 맞춘 뒤 제한시간 내 서빙하는 타임매니지먼트 아케이드. 스트릭과 만료 리스크 관리 포함.
arcade,listed,Minesweeper,minesweeper,https://games.eastsea.xyz/minesweeper/,"arcade, casual, fun",
arcade,listed,Mirror Run — 거울 대칭 동시 조작 러너,mirror-run,https://games.eastsea.xyz/mirror-run/,"arcade, casual, fun",
arcade,listed,Mole Bash,mole-bash,https://games.eastsea.xyz/mole-bash/,"arcade, casual, fun",Mole Bash — 브라우저에서 바로 플레이!
arcade,listed,Monster Forge - 몬스터 대장간,monster-forge,https://games.eastsea.xyz/monster-forge/,"arcade, casual, fun",
arcade,listed,Mythic Postal Panic — 미식 포스탈 패닉,mythic-postal-panic,https://games.eastsea.xyz/mythic-postal-panic/,"arcade, casual, fun",컨베이어로 밀려오는 룬 소포를 A/S/D/F 또는 터치 스탬프로 처리하는 하이템포 패턴 매칭 아케이드. 콤보 배율·속도 상승·최고 기록 저장 제공.
arcade,listed,Orbit Bounce,orbit-bounce,https://games.eastsea.xyz/orbit-bounce/,"arcade, casual, fun",
arcade,listed,Orbital Packet Weaver — 오비탈 패킷 위버,orbital-packet-weaver,https://games.eastsea.xyz/orbital-packet-weaver/,"arcade, casual, fun","3채널 수신기를 전환하며 같은 색 패킷을 포착하는 반응형 아케이드. 터치/키보드, Web Audio, 최고 점수 저장 지원."
arcade,listed,Orbital Sling — 중력 슬링샷 퍼즐,orbital-sling,https://games.eastsea.xyz/orbital-sling/,"arcade, casual, fun",
arcade,listed,Paint Flood,paint-flood,https://games.eastsea.xyz/paint-flood/,"arcade, casual, fun",
